read x_train success
read x_test success
start
Epoch: [44 | 100] LR: 0.002500; Train Loss 0.000283; Test Loss 3.013400; Train acc 100.000000; Test acc 66.000000; Test GAP 0.590922
Epoch: [45 | 100] LR: 0.002500; Train Loss 0.000280; Test Loss 3.001231; Train acc 100.000000; Test acc 66.000000; Test GAP 0.590911
Epoch: [46 | 100] LR: 0.002500; Train Loss 0.000278; Test Loss 2.990234; Train acc 100.000000; Test acc 65.954802; Test GAP 0.590491
Epoch: [47 | 100] LR: 0.002500; Train Loss 0.000276; Test Loss 2.978070; Train acc 100.000000; Test acc 66.000000; Test GAP 0.590855
Epoch: [48 | 100] LR: 0.002500; Train Loss 0.000274; Test Loss 2.967749; Train acc 100.000000; Test acc 65.977401; Test GAP 0.590581
Epoch: [49 | 100] LR: 0.002500; Train Loss 0.000273; Test Loss 2.957458; Train acc 100.000000; Test acc 65.932203; Test GAP 0.590157
Epoch: [50 | 100] LR: 0.002500; Train Loss 0.000272; Test Loss 2.948193; Train acc 100.000000; Test acc 65.954802; Test GAP 0.590184
Epoch: [51 | 100] LR: 0.002500; Train Loss 0.000272; Test Loss 2.939046; Train acc 100.000000; Test acc 65.920904; Test GAP 0.589810
Epoch: [52 | 100] LR: 0.002500; Train Loss 0.000271; Test Loss 2.930493; Train acc 100.000000; Test acc 65.920904; Test GAP 0.589790
Epoch: [53 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.922645; Train acc 100.000000; Test acc 65.932203; Test GAP 0.589814
Epoch: [54 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.914800; Train acc 100.000000; Test acc 65.932203; Test GAP 0.589738
Epoch: [55 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.907893; Train acc 100.000000; Test acc 65.887006; Test GAP 0.589271
Epoch: [56 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.901114; Train acc 100.000000; Test acc 65.932203; Test GAP 0.589467
Epoch: [57 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.895261; Train acc 100.000000; Test acc 65.932203; Test GAP 0.589432
Epoch: [58 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.889279; Train acc 100.000000; Test acc 65.988701; Test GAP 0.589817
Epoch: [59 | 100] LR: 0.002500; Train Loss 0.000270; Test Loss 2.883929; Train acc 100.000000; Test acc 66.022599; Test GAP 0.590067
Epoch: [60 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.879133; Train acc 100.000000; Test acc 65.988701; Test GAP 0.589875
Epoch: [61 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.874739; Train acc 100.000000; Test acc 66.011299; Test GAP 0.589904
Epoch: [62 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.870947; Train acc 100.000000; Test acc 66.011299; Test GAP 0.589711
Epoch: [63 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.867220; Train acc 100.000000; Test acc 65.988701; Test GAP 0.589419
Epoch: [64 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.864855; Train acc 100.000000; Test acc 65.943503; Test GAP 0.589153
Epoch: [65 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.861933; Train acc 100.000000; Test acc 65.988701; Test GAP 0.589535
Epoch: [66 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.859457; Train acc 100.000000; Test acc 66.033898; Test GAP 0.589867
Epoch: [67 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.857227; Train acc 100.000000; Test acc 66.022599; Test GAP 0.589728
Epoch: [68 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.855306; Train acc 100.000000; Test acc 66.011299; Test GAP 0.589701
Epoch: [69 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.853050; Train acc 100.000000; Test acc 66.011299; Test GAP 0.589712
Epoch: [70 | 100] LR: 0.002500; Train Loss 0.000269; Test Loss 2.851508; Train acc 100.000000; Test acc 66.011299; Test GAP 0.589601
Epoch: [71 | 100] LR: 0.001250; Train Loss 0.000264; Test Loss 2.852473; Train acc 100.000000; Test acc 66.000000; Test GAP 0.589418
Epoch: [72 | 100] LR: 0.001250; Train Loss 0.000264; Test Loss 2.851733; Train acc 100.000000; Test acc 66.033898; Test GAP 0.589578
Epoch: [73 | 100] LR: 0.000625; Train Loss 0.000262; Test Loss 2.851588; Train acc 100.000000; Test acc 66.056497; Test GAP 0.589695
Epoch: [74 | 100] LR: 0.000625; Train Loss 0.000262; Test Loss 2.851166; Train acc 100.000000; Test acc 66.067797; Test GAP 0.589848
Epoch: [75 | 100] LR: 0.000313; Train Loss 0.000261; Test Loss 2.850996; Train acc 100.000000; Test acc 66.079096; Test GAP 0.589927
Epoch: [76 | 100] LR: 0.000313; Train Loss 0.000261; Test Loss 2.850787; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590092
Epoch: [77 | 100] LR: 0.000156; Train Loss 0.000260; Test Loss 2.850694; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590097
Epoch: [78 | 100] LR: 0.000156; Train Loss 0.000260; Test Loss 2.850580; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590004
Epoch: [79 | 100] LR: 0.000078; Train Loss 0.000260; Test Loss 2.850521; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590024
Epoch: [80 | 100] LR: 0.000078; Train Loss 0.000260; Test Loss 2.850459; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590031
Epoch: [81 | 100] LR: 0.000039; Train Loss 0.000260; Test Loss 2.850422; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590037
Epoch: [82 | 100] LR: 0.000039; Train Loss 0.000260; Test Loss 2.850383; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590031
Epoch: [83 | 100] LR: 0.000020; Train Loss 0.000260; Test Loss 2.850352; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590031
Epoch: [84 | 100] LR: 0.000020; Train Loss 0.000260; Test Loss 2.850320; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590031
Epoch: [85 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850368; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590031
Epoch: [86 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850417; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590039
Epoch: [87 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850465; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590047
Epoch: [88 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850514; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590047
Epoch: [89 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850562; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590043
Epoch: [90 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850611; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590043
Epoch: [91 | 100] LR: 0.000010; Train Loss 0.000260; Test Loss 2.850659; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590051
Epoch: [92 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850708; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590048
Epoch: [93 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850756; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590148
Epoch: [94 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850805; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590155
Epoch: [95 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850854; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590155
Epoch: [96 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850903; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590155
Epoch: [97 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.850952; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590155
Epoch: [98 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.851001; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590167
Epoch: [99 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.851049; Train acc 100.000000; Test acc 66.101695; Test GAP 0.590167
Epoch: [100 | 100] LR: 0.000010; Train Loss 0.000259; Test Loss 2.851098; Train acc 100.000000; Test acc 66.090395; Test GAP 0.590087
Best acc:
66.1129943503
